,n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
14430,1,geylang east avenue 1 (block 130),1.3167707,103.8877482,24,1,13,160210,2
14431,3,geylang east avenue 2 (simsville),1.3170639,103.8895688,24,1,13,160210,2
14432,1,lorong 31 geylang (camellia lodge),1.314528,103.887007,24,1,13,160210,2
14433,1,lorong 31 geylang (tivoli lodge),1.3152193,103.8869526,24,1,13,160210,2
14434,1,lorong 33 geylang (calin mansions),1.3153665,103.8877651,24,1,13,160210,2
14435,1,lorong 35 geylang (fuyuen court),1.3158485,103.8889075,24,1,13,160210,2
14436,1,lorong 33 geylang,1.3152493,103.8877469,24,1,13,160210,2
14437,1,lorong 39 geylang,1.3162921,103.8906323,24,1,13,160210,2
14438,2,paya lebar road (paya lebar residences),1.317555,103.891655,24,1,13,160210,2
14439,1,sims avenue,1.3158597,103.8867148,24,1,13,160210,2
14440,2,kim keat close,1.3239571,103.8533912,25,2,13,160210,2
14441,5,kim keat lane,1.3239158,103.8538392,25,2,13,160210,2
14442,2,kim keat lane (calarasi),1.323683,103.854321,25,2,13,160210,2
14443,1,lorong limau (block 77),1.3250196,103.8546291,25,2,13,160210,2
14444,1,whampoa drive (block 93),1.3222561,103.8547505,25,2,13,160210,2
14445,1,whampoa drive (block 95),1.3221441,103.8561898,25,2,13,160210,2
14446,1,whampoa drive (block 97),1.321294,103.85495,25,2,13,160210,2
14447,2,serangoon north avenue 1 (block 101),1.3710446,103.8702609,26,7,13,160210,2
14448,1,serangoon north avenue 1 (block 103),1.3707407,103.8702316,26,7,13,160210,2
14449,2,serangoon north avenue 1 (block 107),1.3699293,103.8700793,26,7,13,160210,2
14450,2,serangoon north avenue 1 (block 108),1.3699247,103.8709335,26,7,13,160210,2
14451,1,serangoon north avenue 1 (block 111),1.369162,103.870437,26,7,13,160210,2
14452,3,serangoon north avenue 1 (block 113),1.3686712,103.8704241,26,7,13,160210,2
14453,2,serangoon north avenue 1 (block 114),1.3688288,103.8713082,26,7,13,160210,2
14454,6,gilstead road,1.3173104,103.8388496,27,2,11,160210,2
14455,3,gilstead road (gilstead 38),1.318152,103.839141,27,2,11,160210,2
14456,1,gilstead road (gilstead court),1.318312,103.839672,27,2,11,160210,2
14457,1,gilstead road (the gilstead),1.3192,103.8413878,27,2,11,160210,2
14458,2,tampines street 83 (block 884),1.351501,103.932736,28,1,11,160210,2
14459,2,tampines street 83 (block 886),1.351025,103.932154,28,1,11,160210,2
14460,4,tampines street 84 (block 875),1.352675,103.931848,28,1,11,160210,2
14461,2,tampines street 84 (block 881),1.352306,103.932625,28,1,11,160210,2
14462,1,tampines street 84 (block 883),1.351921,103.932892,28,1,11,160210,2
14463,2,geylang bahru (block 53),1.3243703,103.867917,29,4,10,160210,2
14464,1,geylang bahru (block 57),1.3231293,103.8686562,29,4,10,160210,2
14465,1,geylang bahru (block 58),1.323292,103.867991,29,4,10,160210,2
14466,3,geylang bahru (block 68),1.32237,103.870067,29,4,10,160210,2
14467,1,geylang bahru (block 94),1.322333,103.871339,29,4,10,160210,2
14468,2,geylang bahru (block 96),1.323298,103.870388,29,4,10,160210,2
14469,4,yunnan crescent,1.338575,103.692206,30,1,10,160210,2
14470,1,yunnan drive 1,1.3377726,103.6912235,30,1,10,160210,2
14471,4,yunnan drive 2,1.338187,103.691739,30,1,10,160210,2
14472,1,yunnan drive 3,1.337306,103.691557,30,1,10,160210,2
14473,1,ang mo kio avenue 10 (block 412),1.3638955,103.8552628,31,3,9,160210,2
14474,1,ang mo kio avenue 10 (block 417),1.3650282,103.8551798,31,3,9,160210,2
14475,3,ang mo kio avenue 10 (block 419),1.3654262,103.8541488,31,3,9,160210,2
14476,1,ang mo kio avenue 10 (block 438),1.367065,103.853798,31,3,9,160210,2
14477,2,ang mo kio avenue 10 (block 440),1.366451,103.854361,31,3,9,160210,2
14478,1,ang mo kio avenue 10 (block 442),1.365691,103.855157,31,3,9,160210,2
14479,3,blandford drive,1.3601805,103.8610041,32,2,9,160210,2
14480,1,boundary close,1.356775,103.858558,32,2,9,160210,2
14481,2,braemar drive,1.3609682,103.8617485,32,2,9,160210,2
14482,1,brockhampton drive,1.3605922,103.8613731,32,2,9,160210,2
14483,2,corfe place,1.3601225,103.8609726,32,2,9,160210,2
14484,3,jalan malu-malu,1.4418863,103.8261699,33,1,9,160210,2
14485,1,jalan sendudok (d'banyan),1.444235,103.825376,33,1,9,160210,2
14486,2,jalan sendudok (the nautical),1.443167,103.824784,33,1,9,160210,2
14487,1,jalan serengam,1.4424906,103.8252579,33,1,9,160210,2
14488,2,jalan telipok,1.4427015,103.8266601,33,1,9,160210,2
14489,9,jurong east street 13 (ivory heights),1.335516,103.737048,34,8,9,160210,2
14490,1,ang mo kio avenue 3 (block 571),1.3701286,103.8547614,35,4,8,160210,2
14491,1,ang mo kio avenue 3 (block 572),1.3703091,103.8558394,35,4,8,160210,2
14492,1,ang mo kio avenue 10 (block 552),1.3723276,103.8567445,35,4,8,160210,2
14493,1,ang mo kio avenue 10 (block 559),1.3710055,103.8578728,35,4,8,160210,2
14494,1,ang mo kio avenue 10 (block 561),1.3705725,103.85786,35,4,8,160210,2
14495,1,ang mo kio avenue 10 (block 574),1.3711305,103.8563033,35,4,8,160210,2
14496,1,ang mo kio avenue 10 (block 576),1.3714059,103.854702,35,4,8,160210,2
14497,1,ang mo kio street 52 (block 588c),1.3718689,103.8535776,35,4,8,160210,2
14498,1,bedok avenue,1.320308,103.954127,36,4,8,160210,2
14499,2,bedok garden,1.3227487,103.9525278,36,4,8,160210,2
14500,1,bedok road,1.3265276,103.9512545,36,4,8,160210,2
14501,1,jalan bilal,1.3221737,103.9540939,36,4,8,160210,2
14502,2,jalan kathi,1.3233722,103.9523573,36,4,8,160210,2
14503,1,minaret walk,1.324243,103.951823,36,4,8,160210,2
14504,3,dafne street,1.3212201,103.9262909,37,3,8,160210,2
14505,2,dido street,1.3210625,103.925834,37,3,8,160210,2
14506,1,ernani street,1.3195641,103.925125,37,3,8,160210,2
14507,1,norma terrace,1.320838,103.925261,37,3,8,160210,2
14508,1,tosca terrace,1.3191387,103.9270735,37,3,8,160210,2
14509,1,jalan batai,1.3712635,103.8287689,38,2,8,160210,2
14510,4,jalan chempedak,1.3710375,103.8294069,38,2,8,160210,2
14511,3,jalan menarong,1.3709941,103.8298802,38,2,8,160210,2
14512,8,sembawang road (seletaris),1.435766,103.823586,39,3,8,160210,2
14513,1,serangoon north avenue 1 (block 115),1.3682235,103.8705506,40,4,8,160210,2
14514,1,serangoon north avenue 1 (block 118),1.3675453,103.8707595,40,4,8,160210,2
14515,2,serangoon north avenue 1 (block 121),1.3669004,103.871001,40,4,8,160210,2
14516,1,serangoon north avenue 1 (block 130),1.3662455,103.8734406,40,4,8,160210,2
14517,1,serangoon north avenue 1 (block 133),1.3661601,103.8745009,40,4,8,160210,2
14518,1,serangoon north avenue 1 (block 143),1.3673888,103.8729317,40,4,8,160210,2
14519,1,serangoon north avenue 1 (block 144),1.36776,103.872912,40,4,8,160210,2
14520,8,vernon park,1.3391546,103.8774097,41,3,8,160210,2
14521,3,eastwood drive,1.323331,103.9557335,42,1,7,160210,2
14522,1,eastwood road (eastwood green),1.3209463,103.9569229,42,1,7,160210,2
14523,3,jalan greja,1.3237642,103.9551252,42,1,7,160210,2
14524,1,hougang avenue 1 (block 165),1.350451,103.8878665,43,2,7,160210,2
14525,2,hougang avenue 1 (block 172),1.3506,103.889391,43,2,7,160210,2
14526,2,lorong ah soo (block 132),1.350905,103.886555,43,2,7,160210,2
14527,1,lorong ah soo (block 133),1.350522,103.887311,43,2,7,160210,2
14528,1,lorong ah soo (block 134),1.3504537,103.8864328,43,2,7,160210,2
14529,1,joo chiat place,1.3143852,103.9068191,44,3,7,160210,2
14530,1,joo chiat lane (legenda at joo chiat),1.313028,103.901707,44,3,7,160210,2
14531,2,joo chiat terrace (eastwind mansions),1.3146,103.902381,44,3,7,160210,2
14532,1,joo chiat terrace (euro-asia lodge),1.314518,103.901579,44,3,7,160210,2
14533,2,langsat road,1.3154167,103.9029252,44,3,7,160210,2
14534,3,lorong chuan (chuan park),1.352407,103.864376,45,2,7,160210,2
14535,1,serangoon avenue 2 (block 310),1.3537056,103.8656034,45,2,7,160210,2
14536,1,serangoon avenue 2 (block 312),1.3533088,103.8657818,45,2,7,160210,2
14537,1,serangoon avenue 2 (block 313),1.3533886,103.8651825,45,2,7,160210,2
14538,1,serangoon avenue 3 (the springbloom),1.351189,103.863726,45,2,7,160210,2
14539,1,tampines street 41 (block 403),1.357528,103.94489,46,1,7,160210,2
14540,1,tampines street 41 (block 414),1.359735,103.946202,46,1,7,160210,2
14541,1,tampines street 41 (block 417),1.3587797,103.9473507,46,1,7,160210,2
14542,2,tampines street 41 (block 419),1.357849,103.9466659,46,1,7,160210,2
14543,2,tampines street 41 (block 423),1.357129,103.947519,46,1,7,160210,2
14544,1,yishun street 71 (block 721),1.426159,103.828705,47,2,7,160210,2
14545,2,yishun street 71 (block 727),1.4262746,103.830956,47,2,7,160210,2
14546,1,yishun street 72 (block 751),1.427632,103.8340275,47,2,7,160210,2
14547,2,yishun street 72 (block 755),1.427065,103.832583,47,2,7,160210,2
14548,1,yishun street 72 (block 757),1.4266122,103.8340556,47,2,7,160210,2
14549,1,ceylon road (ceylon residence),1.305467,103.902789,48,2,6,160210,2
14550,1,haig avenue,1.3079797,103.8994102,48,2,6,160210,2
14551,2,haig lane,1.3092242,103.8992575,48,2,6,160210,2
14552,1,haig road,1.3095036,103.8977451,48,2,6,160210,2
14553,1,haig road (dunman view),1.309864,103.897123,48,2,6,160210,2
14554,3,chiltern drive,1.3487721,103.8634687,49,1,6,160210,2
14555,1,jalan girang,1.3482721,103.8671058,49,1,6,160210,2
14556,2,sundridge park road,1.347499,103.86438,49,1,6,160210,2
14557,1,clementi street 11 (block 109),1.3222898,103.7705952,50,2,6,160210,2
14558,2,clementi street 13 (block 112),1.323275,103.7699014,50,2,6,160210,2
14559,1,clementi street 13 (block 113),1.323618,103.770158,50,2,6,160210,2
14560,1,clementi street 13 (block 114),1.323931,103.7706699,50,2,6,160210,2
14561,1,clementi street 14 (block 104),1.3229585,103.7692129,50,2,6,160210,2
14562,5,lorong 3 geylang,1.3147949,103.8731622,51,1,6,160210,2
14563,1,upper boon keng road (block 38),1.317928,103.87424,51,1,6,160210,2
14564,1,sea breeze avenue,1.3374709,103.9527096,52,4,6,160210,2
