,n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
30954,1,bishan street 11 (block 145),1.3448745,103.8543482,3,2,65,191004,10
30955,2,bishan street 11 (block 146),1.344064,103.854124,3,2,65,191004,10
30956,3,bishan street 11 (bishan loft),1.347266,103.852445,3,2,65,191004,10
30957,1,bishan street 12 (block 123),1.346586,103.850169,3,2,65,191004,10
30958,2,bishan street 12 (block 126),1.3461922,103.8520844,3,2,65,191004,10
30959,1,bishan street 12 (block 127),1.346105,103.851649,3,2,65,191004,10
30960,2,bishan street 12 (block 134),1.345474,103.852087,3,2,65,191004,10
30961,3,bishan street 12 (block 142),1.345514,103.853539,3,2,65,191004,10
30962,1,bishan street 13,1.3487997,103.8543468,3,2,65,191004,10
30963,7,bishan street 13 (block 170),1.3464775,103.8534529,3,2,65,191004,10
30964,4,bishan street 13 (block 171),1.3468013,103.8536456,3,2,65,191004,10
30965,2,bishan street 13 (block 172),1.3473887,103.8533738,3,2,65,191004,10
30966,3,bishan street 13 (block 173),1.347746,103.854181,3,2,65,191004,10
30967,10,bishan street 13 (block 175),1.348845,103.853586,3,2,65,191004,10
30968,3,bishan street 13 (block 176),1.348248,103.853732,3,2,65,191004,10
30969,5,bishan street 13 (block 177),1.34786,103.853326,3,2,65,191004,10
30970,1,bishan street 13 (block 178),1.348176,103.852254,3,2,65,191004,10
30971,3,bishan street 13 (block 180),1.348488,103.852217,3,2,65,191004,10
30972,1,bishan street 13 (block 181),1.348533,103.853073,3,2,65,191004,10
30973,1,bishan street 13 (block 182),1.350147,103.852972,3,2,65,191004,10
30974,1,bishan street 13 (block 184),1.3500707,103.8525473,3,2,65,191004,10
30975,1,bishan street 13 (block 185),1.349726,103.852424,3,2,65,191004,10
30976,1,bishan street 13 (block 186),1.349444,103.852755,3,2,65,191004,10
30977,1,bishan street 13 (block 187),1.349699,103.851297,3,2,65,191004,10
30978,1,bishan street 13 (block 189),1.3502559,103.8516609,3,2,65,191004,10
30979,3,bishan street 13 (block 193),1.34873,103.850908,3,2,65,191004,10
30980,1,bishan street 13 (block 197),1.3490119,103.8508937,3,2,65,191004,10
30981,1,jalan grisek,1.324459,103.9179367,4,18,52,191004,10
30982,1,jalan kembangan,1.3229846,103.9135542,4,18,52,191004,10
30983,4,jalan krian,1.324161,103.915626,4,18,52,191004,10
30984,5,jalan lapang,1.322854,103.91659,4,18,52,191004,10
30985,7,jalan sayang,1.322645,103.915034,4,18,52,191004,10
30986,5,jalan selamat,1.3248603,103.9155274,4,18,52,191004,10
30987,17,jalan senang,1.326895,103.916294,4,18,52,191004,10
30988,7,jalan sentosa,1.3229375,103.9173352,4,18,52,191004,10
30989,3,jalan senyum,1.3226043,103.9143789,4,18,52,191004,10
30990,1,jalan waringin,1.3230531,103.9181275,4,18,52,191004,10
30991,1,waringin park,1.322232,103.9183677,4,18,52,191004,10
30992,1,lorong lew lian (block 3),1.3505557,103.8760861,5,10,45,191004,10
30993,1,lorong lew lian (block 4),1.350291,103.876432,5,10,45,191004,10
30994,1,lorong lew lian (block 6),1.349461,103.877283,5,10,45,191004,10
30995,1,lorong lew lian (block 7),1.349081,103.876999,5,10,45,191004,10
30996,1,lorong lew lian (block 8),1.34887,103.876741,5,10,45,191004,10
30997,2,lew lian vale (jade residences),1.349176,103.877988,5,10,45,191004,10
30998,1,lorong ong lye,1.3479061,103.8790304,5,10,45,191004,10
30999,1,lorong ong lye (rosalia park),1.349385,103.879195,5,10,45,191004,10
31000,1,serangoon avenue 1,1.3475469,103.8747719,5,10,45,191004,10
31001,2,serangoon avenue 1 (block 426),1.3478327,103.8759765,5,10,45,191004,10
31002,7,serangoon avenue 1 (block 425),1.3482045,103.8765353,5,10,45,191004,10
31003,1,serangoon avenue 1 (block 426),1.3478327,103.8759765,5,10,45,191004,10
31004,1,serangoon central (block 411),1.348528,103.873759,5,10,45,191004,10
31005,2,serangoon central (block 413),1.349186,103.873913,5,10,45,191004,10
31006,1,serangoon central (block 414),1.349008,103.87429,5,10,45,191004,10
31007,1,serangoon central (block 415),1.34968,103.874517,5,10,45,191004,10
31008,2,serangoon central (block 418),1.349662,103.8752,5,10,45,191004,10
31009,3,serangoon central (block 421),1.348844,103.875143,5,10,45,191004,10
31010,1,serangoon central (block 423),1.3485302,103.8754995,5,10,45,191004,10
31011,3,serangoon central (block 424),1.3481168,103.8754789,5,10,45,191004,10
31012,5,serangoon central (block 427),1.3478304,103.8751534,5,10,45,191004,10
31013,6,serangoon terrace,1.347866,103.877636,5,10,45,191004,10
31014,1,compassvale lane (block 207b),1.384789,103.898214,6,4,40,191004,10
31015,1,compassvale lane (block 209c),1.383998,103.899085,6,4,40,191004,10
31016,1,compassvale lane (block 210a),1.38473,103.900014,6,4,40,191004,10
31017,1,compassvale lane (block 210c),1.384342,103.899435,6,4,40,191004,10
31018,1,compassvale link (block 267a),1.383001,103.897782,6,4,40,191004,10
31019,1,rivervale drive (block 117a),1.383171,103.902613,6,4,40,191004,10
31020,1,rivervale drive (block 117b),1.3837759,103.902711,6,4,40,191004,10
31021,2,rivervale drive (block 117c),1.383378,103.903215,6,4,40,191004,10
31022,1,rivervale drive (block 119b),1.384302,103.902851,6,4,40,191004,10
31023,7,rivervale link (park green),1.380717,103.89996,6,4,40,191004,10
31024,1,rivervale walk (block 101),1.382678,103.899465,6,4,40,191004,10
31025,2,rivervale walk (block 102),1.3819893,103.9007026,6,4,40,191004,10
31026,3,rivervale walk (block 103),1.3824486,103.9012119,6,4,40,191004,10
31027,1,rivervale walk (block 104),1.382713,103.900848,6,4,40,191004,10
31028,2,rivervale walk (block 105),1.382205,103.900714,6,4,40,191004,10
31029,1,rivervale walk (block 107),1.383095,103.900379,6,4,40,191004,10
31030,1,rivervale walk (block 108),1.382912,103.899859,6,4,40,191004,10
31031,4,rivervale walk (block 109),1.3831541,103.8996724,6,4,40,191004,10
31032,4,rivervale walk (block 110),1.3838059,103.8999572,6,4,40,191004,10
31033,2,sengkang east avenue (austville residences),1.381038,103.901239,6,4,40,191004,10
31034,2,sengkang east avenue (riversound residences),1.381246,103.902502,6,4,40,191004,10
31035,6,jalan chegar,1.3538189,103.8388716,7,11,37,191004,10
31036,5,jalan hari raya,1.3538871,103.8382989,7,11,37,191004,10
31037,1,jalan isnin,1.353188,103.8371347,7,11,37,191004,10
31038,10,jalan khamis,1.3536753,103.837867,7,11,37,191004,10
31039,2,jalan minggu,1.3541633,103.8366619,7,11,37,191004,10
31040,8,jalan pintau,1.35424,103.8394643,7,11,37,191004,10
31041,1,jalan rabu,1.3534044,103.8375321,7,11,37,191004,10
31042,4,sin ming road (block 25),1.3549422,103.8376365,7,11,37,191004,10
31043,8,lorong 1 toa payoh (block 236),1.34058,103.852202,8,4,37,191004,10
31044,1,lorong 1 toa payoh (block 237),1.339934,103.851972,8,4,37,191004,10
31045,3,lorong 1 toa payoh (block 238),1.340346,103.851406,8,4,37,191004,10
31046,4,lorong 1 toa payoh (block 239),1.340451,103.851013,8,4,37,191004,10
31047,3,lorong 1 toa payoh (block 240),1.340921,103.85072,8,4,37,191004,10
31048,4,toa payoh north (block 199),1.34212,103.850296,8,4,37,191004,10
31049,3,toa payoh north (block 200),1.341443,103.851095,8,4,37,191004,10
31050,9,toa payoh north (block 201),1.3413764,103.8503399,8,4,37,191004,10
31051,1,toa payoh north (block 202),1.3414861,103.8495995,8,4,37,191004,10
31052,1,toa payoh north (block 204),1.341526,103.848966,8,4,37,191004,10
31053,1,tampines street 11 (block 104),1.347294,103.946427,9,3,31,191004,10
31054,3,tampines street 11 (block 105),1.348106,103.947131,9,3,31,191004,10
31055,3,tampines street 11 (block 106),1.347604,103.947694,9,3,31,191004,10
31056,9,tampines street 11 (block 107),1.348365,103.948013,9,3,31,191004,10
31057,6,tampines street 11 (block 108),1.347902,103.948624,9,3,31,191004,10
31058,1,tampines street 11 (block 109),1.347264,103.9487466,9,3,31,191004,10
31059,1,tampines street 11 (block 110),1.346984,103.9493022,9,3,31,191004,10
31060,2,tampines street 11 (block 111),1.346944,103.947435,9,3,31,191004,10
31061,1,tampines street 11 (block 113),1.346586,103.946355,9,3,31,191004,10
31062,1,tampines street 22 (block 272),1.349125,103.950233,9,3,31,191004,10
31063,3,tampines street 22 (block 274),1.3482545,103.9500508,9,3,31,191004,10
31064,2,carpmael road,1.3107528,103.8999069,10,3,30,191004,10
31065,1,joo chiat lane,1.31265,103.903609,10,3,30,191004,10
31066,1,joo chiat lane (legenda at joo chiat),1.313028,103.901707,10,3,30,191004,10
31067,3,joo chiat road,1.309934,103.9020481,10,3,30,191004,10
31068,4,koon seng road,1.3115679,103.9043274,10,3,30,191004,10
31069,4,onan road,1.3111315,103.9003912,10,3,30,191004,10
31070,15,tembeling road,1.3105306,103.902828,10,3,30,191004,10
31071,2,bishan street 22 (block 242),1.361363,103.8447429,11,1,21,191004,10
31072,1,bishan street 22 (block 246),1.360755,103.843208,11,1,21,191004,10
31073,1,bishan street 22 (block 249),1.361342,103.843341,11,1,21,191004,10
31074,1,bishan street 22 (block 255),1.3616511,103.8427482,11,1,21,191004,10
31075,1,bishan street 22 (block 256),1.3613379,103.8426495,11,1,21,191004,10
31076,1,bishan street 22 (block 258),1.3597881,103.8427067,11,1,21,191004,10
31077,4,bishan street 22 (block 259),1.359987,103.842162,11,1,21,191004,10
31078,4,bishan street 22 (block 260),1.3605002,103.8425779,11,1,21,191004,10
31079,1,bishan street 22 (block 262),1.3592891,103.8424712,11,1,21,191004,10
31080,2,bishan street 22 (block 263),1.3591761,103.8418962,11,1,21,191004,10
31081,1,bishan street 24 (block 264),1.3587372,103.8421016,11,1,21,191004,10
31082,2,bishan street 24 (block 266),1.3580157,103.8422491,11,1,21,191004,10
31083,1,jurong west street 61 (block 625),1.341437,103.698923,12,5,19,191004,10
31084,2,jurong west street 61 (block 637),1.341546,103.697842,12,5,19,191004,10
31085,1,jurong west street 61 (block 639),1.34077,103.696839,12,5,19,191004,10
31086,1,jurong west street 61 (block 640),1.340124,103.696468,12,5,19,191004,10
31087,3,jurong west street 61 (block 641),1.340733,103.696171,12,5,19,191004,10
31088,2,jurong west street 61 (block 642),1.340469,103.695923,12,5,19,191004,10
31089,3,jurong west street 61 (block 643),1.339332,103.6957136,12,5,19,191004,10
31090,2,jurong west street 61 (block 644),1.339318,103.696097,12,5,19,191004,10
31091,2,jurong west street 61 (block 645),1.339316,103.69656,12,5,19,191004,10
31092,1,jurong west street 61 (block 646),1.339528,103.696916,12,5,19,191004,10
31093,1,jurong west street 65 (block 617),1.34094,103.700482,12,5,19,191004,10
31094,1,fort road (fulcrum),1.298678,103.884904,13,4,18,191004,10
31095,1,fort road (one fort),1.300234,103.885123,13,4,18,191004,10
31096,1,jalan batu (block 10),1.3020735,103.8828675,13,4,18,191004,10
31097,3,jalan batu (block 11),1.3017196,103.8825705,13,4,18,191004,10
31098,3,kampong arang road (block 12),1.3008532,103.8837193,13,4,18,191004,10
31099,7,kampong arang road (block 14),1.300244,103.884201,13,4,18,191004,10
31100,1,tanjong rhu road (emerald east),1.299602,103.88397,13,4,18,191004,10
31101,1,tanjong rhu road (la ville),1.299354,103.884397,13,4,18,191004,10
31102,1,woodlands street 81 (block 806),1.4413,103.786647,14,3,18,191004,10
31103,3,woodlands street 81 (block 807),1.442133,103.787373,14,3,18,191004,10
31104,2,woodlands street 81 (block 808),1.442466,103.786971,14,3,18,191004,10
31105,8,woodlands street 81 (block 809),1.443138,103.788167,14,3,18,191004,10
31106,1,woodlands street 81 (block 873),1.443303,103.7895311,14,3,18,191004,10
31107,3,woodlands street 82 (block 874),1.442915,103.789567,14,3,18,191004,10
31108,4,nim road,1.382431,103.8633118,15,2,17,191004,10
31109,13,nim road (nim gardens),1.381601,103.862859,15,2,17,191004,10
31110,3,almond avenue,1.3723776,103.7728789,16,4,16,191004,10
31111,1,almond crescent,1.3730612,103.7729822,16,4,16,191004,10
31112,7,almond street,1.372303,103.772362,16,4,16,191004,10
31113,2,chestnut avenue,1.370817,103.77682,16,4,16,191004,10
31114,1,petir road (block 205),1.3734052,103.7738731,16,4,16,191004,10
31115,1,petir road (block 206),1.373677,103.774066,16,4,16,191004,10
31116,1,petir road (block 209),1.37419,103.775762,16,4,16,191004,10
31117,1,tampines street 34 (block 364),1.357037,103.959923,17,5,16,191004,10
31118,2,tampines street 34 (block 365),1.357679,103.960561,17,5,16,191004,10
31119,10,tampines street 34 (block 366),1.35762,103.96139,17,5,16,191004,10
31120,1,tampines street 34 (block 367),1.3581446,103.9602324,17,5,16,191004,10
31121,2,tampines street 34 (block 368),1.3586541,103.9611669,17,5,16,191004,10
31122,4,choa chu kang avenue 3 (block 469),1.377786,103.737351,18,1,13,191004,10
31123,2,choa chu kang avenue 3 (block 472),1.379082,103.737788,18,1,13,191004,10
31124,5,choa chu kang avenue 3 (block 473),1.379664,103.737877,18,1,13,191004,10
31125,1,choa chu kang avenue 3 (block 474),1.378523,103.738377,18,1,13,191004,10
31126,1,choa chu kang avenue 4 (block 465),1.377314,103.736365,18,1,13,191004,10
31127,1,bedok reservoir road (block 635),1.33074,103.904784,19,4,12,191004,10
31128,3,bedok reservoir road (block 641),1.3318287,103.9052503,19,4,12,191004,10
31129,1,bedok reservoir road (block 644),1.330783,103.905378,19,4,12,191004,10
31130,1,jalan damai (block 671),1.332457,103.908765,19,4,12,191004,10
31131,2,jalan tenaga (block 645),1.331614,103.906714,19,4,12,191004,10
31132,1,jalan tenaga (block 647),1.332131,103.905875,19,4,12,191004,10
31133,2,jalan tenaga (block 648),1.332585,103.905539,19,4,12,191004,10
31134,1,jalan tenaga (block 654),1.3329979,103.9068999,19,4,12,191004,10
31135,1,rivervale crescent (block 150),1.392491,103.906101,20,6,12,191004,10
31136,1,rivervale crescent (block 185c),1.3930368,103.9063552,20,6,12,191004,10
31137,2,rivervale drive (block 186a),1.392916,103.905784,20,6,12,191004,10
31138,7,rivervale drive (block 186c),1.392822,103.90516,20,6,12,191004,10
31139,1,rivervale drive (block 186d),1.393236,103.905738,20,6,12,191004,10
31140,4,bridport avenue,1.3677604,103.8637461,21,1,11,191004,10
31141,2,cowdray avenue,1.3680896,103.8641538,21,1,11,191004,10
31142,2,huddington avenue,1.367706,103.865181,21,1,11,191004,10
31143,2,portchester avenue,1.366584,103.864022,21,1,11,191004,10
31144,1,tavistock avenue,1.3681902,103.8626332,21,1,11,191004,10
31145,3,grace walk,1.3580594,103.8696371,22,1,9,191004,10
31146,6,tai yuan heights,1.3590662,103.8691275,22,1,9,191004,10
31147,9,loyang avenue (loyang valley),1.378265,103.9562698,23,3,9,191004,10
31148,6,loyang rise,1.363207,103.964798,24,5,9,191004,10
31149,3,loyang view,1.3643145,103.9666893,24,5,9,191004,10
31150,7,lorong l telok kurau,1.3118335,103.9110688,25,4,8,191004,10
31151,1,lorong l telok kurau (pinehurst condominium),1.312485,103.915027,25,4,8,191004,10
31152,4,chempaka kuning link (the springfield),1.332533,103.948888,26,3,7,191004,10
31153,1,jalan chempaka kuning,1.3310976,103.9495789,26,3,7,191004,10
31154,2,upper changi road,1.3343875,103.950726,26,3,7,191004,10
31155,3,senja road (block 629),1.386599,103.759277,27,3,7,191004,10
31156,1,senja road (block 631),1.3867058,103.7601941,27,3,7,191004,10
31157,1,senja road (block 633a),1.385559,103.758274,27,3,7,191004,10
31158,1,senja road (block 635b),1.386713,103.757736,27,3,7,191004,10
31159,1,senja road (block 636c),1.387393,103.758925,27,3,7,191004,10
31160,1,simei street 1 (block 106),1.3416578,103.9508826,28,4,7,191004,10
31161,1,simei street 1 (block 107),1.342174,103.9504259,28,4,7,191004,10
31162,1,simei street 1 (block 108),1.3430235,103.9509542,28,4,7,191004,10
31163,1,simei street 1 (block 112),1.343101,103.949504,28,4,7,191004,10
31164,2,simei street 1 (block 116),1.343658,103.9512787,28,4,7,191004,10
31165,1,simei street 5 (block 247),1.344307,103.9535,28,4,7,191004,10
31166,3,canberra drive (canberra residences),1.444888,103.824843,29,2,6,191004,10
31167,3,jalan sendudok (the nautical),1.443167,103.824784,29,2,6,191004,10
31168,1,holland avenue (block 2),1.3092587,103.7958137,30,4,6,191004,10
31169,1,holland avenue (block 9),1.307739,103.794704,30,4,6,191004,10
31170,2,holland close (block 6),1.3073435,103.7954668,30,4,6,191004,10
31171,1,holland drive (block 11),1.308714,103.793108,30,4,6,191004,10
31172,1,jalan kelabu asap,1.3107251,103.7977758,30,4,6,191004,10
31173,3,jalan redop,1.38541,103.870633,31,4,6,191004,10
31174,3,seletar road (the greenwich),1.387417,103.869277,31,4,6,191004,10
31175,3,woodlands industrial park e1,1.4541866,103.7974937,32,5,6,191004,10
31176,1,woodlands industrial park e3,1.4539593,103.7976106,32,5,6,191004,10
31177,2,woodlands industrial park e6,1.450933,103.79864,32,5,6,191004,10
31178,1,admiralty link (block 402),1.453814,103.8156039,33,2,5,191004,10
31179,2,admiralty link (block 405),1.4533699,103.8160018,33,2,5,191004,10
31180,2,sembawang drive (block 472),1.4517311,103.8161186,33,2,5,191004,10
31181,1,buangkok green (block 582),1.379257,103.886345,34,3,5,191004,10
31182,2,hougang avenue 4 (block 576),1.378354,103.8865745,34,3,5,191004,10
31183,1,hougang street 51 (block 562),1.380954,103.889115,34,3,5,191004,10
31184,1,hougang street 51 (block 564),1.380093,103.888682,34,3,5,191004,10
31185,3,jalan ishak,1.3250645,103.9078557,35,5,5,191004,10
31186,1,lorong marican,1.3221289,103.9083916,35,5,5,191004,10
31187,1,lorong salleh,1.3237016,103.9068807,35,5,5,191004,10
31188,1,jurong east street 13 (block 102),1.336238,103.738213,36,4,5,191004,10
31189,1,jurong east street 13 (block 110),1.3390039,103.7365254,36,4,5,191004,10
31190,1,jurong east street 13 (block 114),1.339263,103.734568,36,4,5,191004,10
31191,1,jurong east street 13 (block 117),1.337901,103.735055,36,4,5,191004,10
31192,1,jurong east street 13 (westmere),1.337447,103.736459,36,4,5,191004,10
31193,1,jurong west street 41 (block 466),1.349846,103.722913,37,2,5,191004,10
31194,1,jurong west street 41 (block 471),1.348612,103.722253,37,2,5,191004,10
31195,2,jurong west street 41 (block 473),1.3486246,103.7228534,37,2,5,191004,10
31196,1,jurong west street 41 (block 476),1.347712,103.724089,37,2,5,191004,10
31197,1,lorong 1 toa payoh (block 117),1.340045,103.845214,38,2,5,191004,10
31198,2,lorong 1 toa payoh (block 118),1.339572,103.844836,38,2,5,191004,10
31199,1,lorong 2 toa payoh (block 101a),1.339691,103.847092,38,2,5,191004,10
31200,1,lorong 2 toa payoh (block 116),1.3404312,103.8461174,38,2,5,191004,10
31201,1,marine terrace (block 17),1.3038676,103.9140123,39,2,5,191004,10
31202,1,marine terrace (block 19),1.3043934,103.9147331,39,2,5,191004,10
31203,1,marine terrace (block 54),1.305356,103.914986,39,2,5,191004,10
31204,2,marine terrace (block 58),1.305953,103.913689,39,2,5,191004,10
31205,5,neram crescent,1.3858029,103.866296,40,3,5,191004,10
31206,4,jalan menarong,1.3709941,103.8298802,41,2,4,191004,10
31207,1,lorong pisang hijau,1.344223,103.772792,42,4,4,191004,10
31208,3,yuk tong avenue,1.344248,103.774273,42,4,4,191004,10
31209,1,pasir ris street 51 (block 524a),1.371442,103.947665,43,3,4,191004,10
31210,1,pasir ris street 51 (block 528c),1.371095,103.948035,43,3,4,191004,10
31211,2,pasir ris street 51 (block 569),1.3696569,103.94908,43,3,4,191004,10
31212,1,bedok north road (block 117),1.3305672,103.9383781,44,1,3,191004,10
31213,1,bedok north road (block 124),1.329297,103.93884,44,1,3,191004,10
31214,1,bedok north street 4 (block 187b),1.330516,103.939953,44,1,3,191004,10
31215,1,elias road (block 604),1.376311,103.943261,45,1,3,191004,10
31216,2,elias road (oasis @ elias),1.377269,103.941453,45,1,3,191004,10
31217,3,faber drive,1.321152,103.758058,46,3,3,191004,10
31218,3,gangsa road (block 111),1.378146,103.768197,47,3,3,191004,10
31219,1,jalan kechubong,1.385866,103.876192,48,2,3,191004,10
31220,2,mugliston gardens,1.384736,103.877696,48,2,3,191004,10
31221,1,tampines street 43 (block 483),1.361461,103.952624,49,1,3,191004,10
31222,1,tampines street 43 (block 493e),1.3626482,103.9520369,49,1,3,191004,10
31223,1,tampines street 43 (block 496b),1.361575,103.951045,49,1,3,191004,10
31224,1,toa payoh north (block 208),1.342021,103.845207,50,1,3,191004,10
31225,1,lorong 1 toa payoh (block 109),1.341259,103.846374,50,1,3,191004,10
31226,1,lorong 1 toa payoh (block 112),1.341595,103.845511,50,1,3,191004,10
31227,1,beo crescent (block 40),1.289162,103.827465,51,1,2,191004,10
31228,1,jalan klinik (block 30),1.287699,103.828285,51,1,2,191004,10
31229,1,chai chee drive (block 55),1.3265769,103.919335,52,1,2,191004,10
31230,1,chai chee street,1.328471,103.922565,52,1,2,191004,10
31231,1,choa chu kang north 6 (block 791),1.3954446,103.7500061,53,2,2,191004,10
31232,1,choa chu kang north 6 (yew mei green),1.394831,103.751721,53,2,2,191004,10
31233,1,compassvale bow (jewel @ buangkok),1.381194,103.892133,54,1,2,191004,10
31234,1,compassvale bow (the quartz),1.380793,103.894095,54,1,2,191004,10
31235,1,hougang avenue 6 (block 425),1.3734405,103.8939077,55,2,2,191004,10
31236,1,hougang avenue 10 (block 411),1.374063,103.89518,55,2,2,191004,10
31237,1,jalan besar,1.3088238,103.8574999,56,2,2,191004,10
31238,1,rowell road (block 642),1.307542,103.856473,56,2,2,191004,10
31239,1,jalan mutiara (latitude),1.29625,103.828394,57,2,2,191004,10
31240,1,nathan road (nathan suites),1.295069,103.827054,57,2,2,191004,10
31241,1,jurong east street 32 (block 308),1.346994,103.734238,58,2,2,191004,10
31242,1,jurong east street 32 (block 310),1.348277,103.733774,58,2,2,191004,10
31243,1,jurong west street 52 (block 518),1.3451381,103.7179679,59,2,2,191004,10
31244,1,jurong west street 52 (block 522),1.346565,103.716586,59,2,2,191004,10
31245,1,kew heights,1.3195904,103.9490905,60,2,2,191004,10
31246,1,salam walk,1.3218487,103.9509005,60,2,2,191004,10
31247,2,miltonia close,1.4178765,103.8474543,61,2,2,191004,10
31248,1,pasir ris street 21 (block 238),1.3737741,103.9630176,62,1,2,191004,10
31249,1,pasir ris street 21 (block 241),1.373146,103.962646,62,1,2,191004,10
31250,1,saint george's road (block 20),1.3247761,103.8628687,63,1,2,191004,10
31251,1,saint michael's road (one saint michael's),1.324642,103.864829,63,1,2,191004,10
31252,1,tampines street 42 (block 458),1.3580424,103.9544299,64,2,2,191004,10
31253,1,tampines street 44 (block 462),1.3590935,103.9550051,64,2,2,191004,10
31254,1,teck whye avenue (block 7),1.3814852,103.7545528,65,2,2,191004,10
31255,1,teck whye cresscent (block 165a),1.382752,103.753544,65,2,2,191004,10
31256,2,upper serangoon view (rio vista),1.373029,103.902,66,3,2,191004,10
31257,2,woodlands drive 44 (block 549),1.4317629,103.794424,67,2,2,191004,10
31258,1,woodlands drive 73 (block 682c),1.4406338,103.8043637,68,2,2,191004,10
31259,1,woodlands drive 73 (block 682d),1.440874,103.804826,68,2,2,191004,10
31260,1,choa chu kang avenue 2 (block 251),1.378315,103.744578,1,5,139,191011,10
31261,1,choa chu kang avenue 2 (block 252),1.378041,103.744949,1,5,139,191011,10
31262,2,choa chu kang avenue 2 (block 271),1.3787087,103.7424192,1,5,139,191011,10
31263,1,choa chu kang avenue 2 (block 272),1.378832,103.742982,1,5,139,191011,10
31264,3,choa chu kang avenue 2 (block 274),1.379378,103.742822,1,5,139,191011,10
31265,7,choa chu kang avenue 2 (block 276),1.379519,103.744385,1,5,139,191011,10
31266,1,choa chu kang avenue 2 (block 287),1.379322,103.741652,1,5,139,191011,10
31267,7,choa chu kang avenue 2 (block 295),1.3782547,103.7409943,1,5,139,191011,10
31268,1,choa chu kang avenue 2 (block 296),1.377421,103.740759,1,5,139,191011,10
31269,1,choa chu kang avenue 2 (block 296a),1.377133,103.740941,1,5,139,191011,10
31270,1,choa chu kang avenue 2 (block 296b),1.376838,103.741413,1,5,139,191011,10
31271,1,choa chu kang avenue 2 (block 297),1.377095,103.741745,1,5,139,191011,10
31272,1,choa chu kang avenue 2 (block 297a),1.377023,103.742358,1,5,139,191011,10
31273,2,choa chu kang avenue 2 (block 297c),1.3777759,103.743031,1,5,139,191011,10
31274,2,choa chu kang avenue 3 (block 282),1.3800079,103.743111,1,5,139,191011,10
31275,1,choa chu kang avenue 3 (block 283),1.379701,103.742999,1,5,139,191011,10
31276,2,choa chu kang avenue 3 (block 285),1.3800674,103.7417874,1,5,139,191011,10
31277,3,choa chu kang avenue 3 (block 286),1.379639,103.741602,1,5,139,191011,10
31278,2,choa chu kang avenue 3 (block 288),1.378958,103.7408711,1,5,139,191011,10
31279,1,choa chu kang avenue 3 (block 290),1.378832,103.740414,1,5,139,191011,10
31280,1,choa chu kang avenue 3 (block 291),1.378641,103.739747,1,5,139,191011,10
31281,1,choa chu kang avenue 3 (block 292),1.378293,103.739679,1,5,139,191011,10
31282,1,choa chu kang avenue 3 (block 293),1.37811,103.740106,1,5,139,191011,10
31283,5,choa chu kang avenue 3 (block 401),1.379734,103.739655,1,5,139,191011,10
31284,2,choa chu kang avenue 3 (block 402),1.379258,103.739389,1,5,139,191011,10
31285,1,choa chu kang avenue 3 (block 404),1.380053,103.738744,1,5,139,191011,10
31286,4,choa chu kang avenue 3 (block 405),1.38018,103.739316,1,5,139,191011,10
31287,5,choa chu kang avenue 3 (block 406),1.380349,103.740211,1,5,139,191011,10
31288,4,choa chu kang avenue 3 (block 408),1.379935,103.740501,1,5,139,191011,10
31289,5,choa chu kang avenue 3 (block 409),1.381132,103.741868,1,5,139,191011,10
31290,8,choa chu kang avenue 3 (block 411),1.3810597,103.7412945,1,5,139,191011,10
31291,3,choa chu kang avenue 3 (block 412),1.381818,103.742295,1,5,139,191011,10
31292,5,choa chu kang avenue 3 (block 413),1.381381,103.742619,1,5,139,191011,10
31293,3,choa chu kang avenue 4 (block 414),1.38222,103.7421869,1,5,139,191011,10
31294,1,choa chu kang avenue 4 (block 415),1.382841,103.7423832,1,5,139,191011,10
31295,2,choa chu kang avenue 4 (block 416),1.383358,103.741804,1,5,139,191011,10
31296,10,choa chu kang avenue 4 (block 417),1.383055,103.741432,1,5,139,191011,10
31297,5,choa chu kang avenue 4 (block 418),1.3824069,103.7413617,1,5,139,191011,10
31298,3,choa chu kang avenue 4 (block 419),1.382061,103.741533,1,5,139,191011,10
31299,3,choa chu kang avenue 4 (block 420),1.3814439,103.741394,1,5,139,191011,10
31300,3,choa chu kang avenue 4 (block 421),1.381821,103.740665,1,5,139,191011,10
31301,2,choa chu kang avenue 4 (block 422),1.382431,103.740867,1,5,139,191011,10
31302,4,choa chu kang avenue 4 (block 423),1.382033,103.740285,1,5,139,191011,10
31303,2,choa chu kang avenue 4 (block 424),1.381515,103.740272,1,5,139,191011,10
31304,3,choa chu kang avenue 4 (block 425),1.381167,103.73938,1,5,139,191011,10
31305,1,choa chu kang avenue 4 (block 426),1.380617,103.739205,1,5,139,191011,10
31306,1,choa chu kang avenue 4 (block 428),1.381222,103.73999,1,5,139,191011,10
31307,1,choa chu kang avenue 4 (block 429),1.382847,103.740168,1,5,139,191011,10
31308,1,choa chu kang avenue 4 (block 430),1.383822,103.741111,1,5,139,191011,10
31309,3,choa chu kang avenue 4 (block 431),1.384044,103.74168,1,5,139,191011,10
31310,1,choa chu kang avenue 4 (block 438),1.384251,103.739745,1,5,139,191011,10
31311,1,choa chu kang avenue 4 (block 439),1.3837981,103.7398544,1,5,139,191011,10
31312,1,choa chu kang central (block 353),1.3821874,103.7435594,1,5,139,191011,10
31313,1,choa chu kang central (block 354),1.382631,103.743587,1,5,139,191011,10
